"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL2092869";"";"None";"448.32";"0";"4.02";"83 (S)";"CN1C(=O)[C@@H](NC(=O)c2ccc(Br)cc2)N=C(c2ccccc2)c2ccccc21";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL654252";"Inhibition of [3H]flunitrazepam binding to GABA-A benzodiazepine receptor of guinea brain";"B";"BAO_0000019";"assay format";"Cavia porcellus";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1124015";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";"";"";"100.0"
"CHEMBL3410214";"";"None";"286.33";"0";"3.47";"10";"Cc1nc(C#Cc2ccccc2)c2n1-c1ccccc1OC2";"Ki";"'>'";"3160.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3412491";"Displacement of [3H]flumazenil from rat cortex GABAA receptor BDZ binding site expressed in HEK293 cells by competition binding assay";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3407448";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307715";"";"";"";"3160.0"
"CHEMBL421983";"";"None";"360.78";"0";"2.59";"4";"O=C(OCc1cccs1)c1cnn2c1n[n+]([O-])c1ccc(Cl)cc12";"Inhibition";"'='";"93.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL650828";"Percent inhibition [3H]Ro-151788 binding to Benzodiazepine receptor from bovine brain membrane at 10 uM";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1135690";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"93.0"
"CHEMBL57045";"";"None";"317.14";"0";"3.93";"4";"O=c1cc(-c2cccc(O)c2)oc2ccc(Br)cc12";"Ki";"'='";"602.56";"nM";"6.22";"";"";"UO_0000065";"19.61";"0.45";"2.29";"12.33";"0";"CHEMBL877825";"Binding affinity towards benzodiazepine site in GABAA receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1134495";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"6.22"
"CHEMBL284327";"";"None";"117.15";"0";"0.20";"(s)-(-)-4-methyl-GABA";"C[C@H](N)CCC(=O)O";"IC50";"'='";"5200.0";"nM";"5.28";"";"";"UO_0000065";"45.10";"0.90";"5.08";"8.34";"0";"CHEMBL683064";"In vitro inhibition of [3H]isoguvacine binding to Gamma-aminobutyric acid receptor of human astrocytes";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1121876";"1";"Scientific Literature";"J Med Chem";"1981";"None";"";"";"";"5.2"
"CHEMBL273481";"MUSCIMOL";"1.0";"114.10";"0";"-0.16";"4 (muscimol)";"NCc1cc(O)no1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"76.24";"1.49";"8.86";"12.04";"0";"CHEMBL681951";"Binding affinity in vivo for gamma-aminobutyric-acid A receptor measured by its ability to displace [3H]-GABA agonist from rat brain preparations after iv injection.";"B";"BAO_0000218";"organism-based format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1125342";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"2.0"
"CHEMBL330539";"";"None";"252.23";"0";"2.27";"1q";"Oc1nc2cccnc2n1-c1nc2ccccc2o1";"Ki";"'='";"723.0";"nM";"6.14";"";"";"UO_0000065";"24.35";"0.44";"3.87";"7.98";"0";"CHEMBL650073";"Binding affinity against GABA-A benzodiazepine receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1132839";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"723.0"
"CHEMBL431597";"";"None";"665.80";"2";"7.10";"1n";"CN1CCC[C@@H]1Cc1c[nH]c2ccc(-n3cnc4cc(NC(Cc5c[nH]c6ccccc56)C(=O)NC(=O)OCc5ccccc5)ccc43)cc12";"Log IC50";"'='";"-7.48";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL654259";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"-7.48"
"CHEMBL157227";"";"None";"368.78";"0";"2.46";"11";"O=C(Cc1cnn2c1n[n+]([O-])c1ccc(Cl)cc12)OCc1ccccc1";"Inhibition";"'='";"32.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL650828";"Percent inhibition [3H]Ro-151788 binding to Benzodiazepine receptor from bovine brain membrane at 10 uM";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1135690";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"32.0"
"CHEMBL76918";"";"None";"262.27";"0";"2.71";"1b";"O=Cc1c[nH]c2ccc(-n3cnc4cccnc43)cc12";"Log IC50";"'='";"-6.68";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL654259";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"-6.68"
"CHEMBL69282";"";"None";"285.35";"0";"4.37";"31";"Cn1c2ccccc2c2c1cnc1c3ccccc3n(C)c12";"IC50";"'='";"1949.84";"nM";"5.71";"";"";"UO_0000065";"20.01";"0.35";"1.34";"25.10";"0";"CHEMBL650075";"Inhibition on Benzodiazepine receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1130277";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";"";"5.71"
"CHEMBL419096";"";"None";"399.50";"0";"4.20";"1q";"COCCN1CCC(c2c[nH]c3ccc(-n4cnc5cc(C#N)ccc54)cc23)CC1";"Log IC50";"'='";"-9.22";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL654259";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"-9.22"
"CHEMBL79166";"";"None";"330.44";"0";"4.14";"1e";"CN1CCC[C@@H]1Cc1c[nH]c2ccc(-n3cnc4ccccc43)cc12";"Log IC50";"'='";"-7.81";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL654259";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"-7.81"
"CHEMBL444586";"";"None";"364.88";"0";"4.80";"1h";"CN1CCC[C@@H]1Cc1c[nH]c2ccc(-n3cnc4cc(Cl)ccc43)cc12";"IC50";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"24.55";"0.47";"4.16";"24.31";"0";"CHEMBL654251";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"1.1"
"CHEMBL78759";"";"None";"258.28";"0";"3.38";"1s";"N#Cc1ccc2c(c1)ncn2-c1ccc2[nH]ccc2c1";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"29.99";"0.53";"4.36";"13.49";"0";"CHEMBL654251";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"18.0"
"CHEMBL431597";"";"None";"665.80";"2";"7.10";"1n";"CN1CCC[C@@H]1Cc1c[nH]c2ccc(-n3cnc4cc(NC(Cc5c[nH]c6ccccc56)C(=O)NC(=O)OCc5ccccc5)ccc43)cc12";"IC50";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"11.24";"0.20";"0.38";"6.23";"0";"CHEMBL654251";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"33.0"
"CHEMBL327383";"";"None";"287.23";"0";"3.15";"1g";"Oc1nc2ccccc2n1-c1nc2ccc(F)c(F)c2o1";"Ki";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"26.80";"0.50";"4.55";"12.01";"0";"CHEMBL650073";"Binding affinity against GABA-A benzodiazepine receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1132839";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"20.0"
"CHEMBL4450050";"";"None";"399.93";"1";"5.10";"3ea";"Cc1cccc(Cl)c1-n1cnc2nc(SCc3ccccc3)sc2c1=O";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4309097";"Positive allosteric modulation of human GABA-A receptor expressed in Xenopus laevis oocytes assessed as increase in GABA-induced channel current 10 uM by two-electrode voltage clamp method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4308829";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";""
"CHEMBL3410217";"";"None";"298.35";"0";"3.16";"15c";"Cc1cc(C#Cc2cn(-c3ccc(C#N)cc3)c(C)n2)ccn1";"Ki";"'>'";"3160.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3412491";"Displacement of [3H]flumazenil from rat cortex GABAA receptor BDZ binding site expressed in HEK293 cells by competition binding assay";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3407448";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307715";"";"";"";"3160.0"
"CHEMBL3322869";"";"None";"152.15";"0";"0.29";"8";"Nc1ncccc1CC(=O)O";"Ki";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3370250";"Displacement of [3H]muscimol from GABAA receptor in SPRD rat brain synaptic membranes by scintillation counting method";"B";"BAO_0000249";"cell membrane format";"Rattus norvegicus";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3351648";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"100.0"
"CHEMBL3329352";"";"None";"253.76";"0";"3.20";"1a";"CCn1c(Cc2cccc(Cl)c2)n[nH]c1=S";"Activity";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3375235";"Displacement of [3H]muscimol form GABAA receptor in rat cerebral cortex assessed as specific radio-ligand binding level at 1 uM incubated for 10 mins by liquid scintillation counting method";"B";"BAO_0000221";"tissue-based format";"Rattus norvegicus";"CHEMBL3559724";"Cerebral cortex";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3351688";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"0.0"
"CHEMBL71079";"";"None";"422.49";"0";"3.75";"51";"CN1C(=O)C(NC(=O)c2cc3ccccc3n2C)N=C(c2ccccc2)c2ccccc21";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL654252";"Inhibition of [3H]flunitrazepam binding to GABA-A benzodiazepine receptor of guinea brain";"B";"BAO_0000019";"assay format";"Cavia porcellus";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1124015";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";"";"";"100.0"
"CHEMBL76918";"";"None";"262.27";"0";"2.71";"1b";"O=Cc1c[nH]c2ccc(-n3cnc4cccnc43)cc12";"IC50";"'='";"209.0";"nM";"6.68";"";"";"UO_0000065";"25.47";"0.46";"3.97";"10.51";"0";"CHEMBL654251";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"209.0"
"CHEMBL83597";"";"None";"351.41";"0";"3.85";"CP-135807";"CN1CCC[C@@H]1Cc1c[nH]c2ccc(Nc3ncccc3[N+](=O)[O-])cc12";"IC50";"'='";"9600.0";"nM";"5.02";"";"";"UO_0000065";"14.28";"0.26";"1.17";"5.76";"0";"CHEMBL654251";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"9600.0"
"CHEMBL83597";"";"None";"351.41";"0";"3.85";"CP-135807";"CN1CCC[C@@H]1Cc1c[nH]c2ccc(Nc3ncccc3[N+](=O)[O-])cc12";"Log IC50";"'='";"-5.02";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL654259";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"-5.02"
"CHEMBL133180";"";"None";"257.29";"0";"1.89";"28b";"N=c1ccc(-c2ccccc2)nn1CCCC(=O)O";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"23.01";"0.43";"4.03";"7.50";"0";"CHEMBL681951";"Binding affinity in vivo for gamma-aminobutyric-acid A receptor measured by its ability to displace [3H]-GABA agonist from rat brain preparations after iv injection.";"B";"BAO_0000218";"organism-based format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1125342";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"1200.0"
"CHEMBL77958";"";"None";"403.53";"0";"3.62";"1j";"COCCN1CCC[C@@H]1Cc1c[nH]c2ccc(-n3cnc4cc(CN)ccc43)cc12";"IC50";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"17.99";"0.33";"3.64";"10.07";"0";"CHEMBL654251";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"55.0"
"CHEMBL422158";"";"None";"355.74";"0";"1.92";"5";"O=C(OCc1ccncc1)c1cnn2c1n[n+]([O-])c1ccc(Cl)cc12";"Ki";"'='";"44.0";"nM";"7.36";"";"";"UO_0000065";"20.68";"0.40";"5.44";"7.64";"0";"CHEMBL650829";"Binding affinity towards Benzodiazepine receptor from bovine brain membrane using [3H]Ro-151788 as radioligand";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1135690";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"44.0"
"CHEMBL63813";"";"None";"334.42";"0";"3.69";"3";"COc1cc2c(cc1OC)C1c3[nH]c4ccccc4c3CCN1CC2";"Activity";"'='";"-26.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL653132";"Displacement of muscimol from GABA-A receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1133101";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"-26.0"
"CHEMBL153980";"";"None";"360.78";"0";"2.59";"3";"O=C(OCc1ccsc1)c1cnn2c1n[n+]([O-])c1ccc(Cl)cc12";"Ratio";"'='";"1.72";"";"";"";"";"";"";"";"";"";"0";"CHEMBL851285";"GABA ratio, relative binding in the presence and absence of 10 uM GABA (IC50-GABA/IC50+GABA)";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1135690";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"1.72"
"CHEMBL313267";"";"None";"388.49";"0";"3.38";"8";"Cc1nc2sc3c(c2c(N)c1C(=O)OCCC1CC1)CCC1(C3)OCCO1";"IC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"17.04";"0.33";"3.24";"7.91";"0";"CHEMBL681822";"Inhibition of [35S]t-butyl-phosphorothionate (TBPS) binding to Gamma-aminobutyric acid receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128054";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"0.24"
"CHEMBL82894";"";"None";"374.46";"0";"2.99";"7";"Cc1nc2sc3c(c2c(N)c1C(=O)OCC1CC1)CCC1(C3)OCCO1";"IC50";"'='";"870.0";"nM";"6.06";"";"";"UO_0000065";"16.18";"0.32";"3.07";"7.24";"0";"CHEMBL681822";"Inhibition of [35S]t-butyl-phosphorothionate (TBPS) binding to Gamma-aminobutyric acid receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128054";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"0.87"
"CHEMBL536549";"";"None";"363.22";"0";"2.08";"25a";"Br.Cc1cc(-c2ccccc2)nn(Cc2cc(O)no2)c1=N";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"21.25";"0.39";"3.92";"6.82";"0";"CHEMBL681951";"Binding affinity in vivo for gamma-aminobutyric-acid A receptor measured by its ability to displace [3H]-GABA agonist from rat brain preparations after iv injection.";"B";"BAO_0000218";"organism-based format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1125342";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"1000.0"
"CHEMBL77226";"";"None";"247.30";"0";"3.82";"1v";"Cc1ccc2c(c1)ncn2-c1ccc2[nH]ccc2c1";"IC50";"'='";"0.79";"nM";"9.10";"";"";"UO_0000065";"36.81";"0.65";"5.28";"27.08";"0";"CHEMBL654251";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"0.79"
"CHEMBL328137";"";"None";"273.27";"0";"2.74";"9c";"Oc1nc2c(n1-c1nc3ccc(F)cc3o1)CCCC2";"Ki";"'='";"47.0";"nM";"7.33";"";"";"UO_0000065";"26.82";"0.50";"4.59";"11.44";"0";"CHEMBL650073";"Binding affinity against GABA-A benzodiazepine receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1132839";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"47.0"
"CHEMBL79203";"";"None";"395.51";"0";"4.80";"1m";"N#Cc1ccc2c(c1)ncn2-c1ccc2[nH]cc(C[C@H]3CCCN3CC3CC3)c2c1";"IC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"19.14";"0.34";"2.77";"12.48";"0";"CHEMBL654257";"Displacement of [3H]flunitrazapam from GABA-A central benzodiazepine receptor of guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"27.0"
"CHEMBL184173";"";"None";"458.75";"1";"6.88";"46";"CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1ccc(Cl)s1";"IC50";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"16.65";"0.40";"0.76";"17.42";"0";"CHEMBL832611";"In vitro insecticidal activity as inhibition of [3H]EBOB binding to Gamma-aminobutyric acid GABA-A receptor of housefly neuronal membranes";"B";"BAO_0000019";"assay format";"Musca domestica";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1137880";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"23.0"
"CHEMBL444050";"";"None";"355.45";"0";"4.02";"1u";"CN1CCC[C@H]1Cc1c[nH]c2ccc(-n3cnc4cc(C#N)ccc43)cc12";"Log IC50";"'='";"-8.75";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL654259";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"-8.75"
