"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL146230";"";"";"Small molecule";"";"380.47";"5";"9";"4.18";"53.66";"5";"1";"0";"3";"N";"0.74";"13.15";"7.38";"4.24";"3.95";"3";"MOL";"-1";"28";"5";"1";"0";"380.2012";"-1.20";"NEUTRAL";"C22H25FN4O";"Oc1nc2c(c3nc(-c4ccccc4F)cn13)CN(CC1CCCCC1)CC2";"MNLXGBVUKOEYDJ-UHFFFAOYSA-N";"InChI=1S/C22H25FN4O/c23-18-9-5-4-8-16(18)20-14-27-21(24-20)17-13-26(11-10-19(17)25-22(27)28)12-15-6-2-1-3-7-15/h4-5,8-9,14-15H,1-3,6-7,10-13H2,(H,25,28)";"False";"-1";"['31']";"['8-Cyclohexylmethyl-2-(2-fluoro-phenyl)-6,7,8,9-tetrahydro-5H-1,3a,5,8-tetraaza-cyclopenta[a]naphthalen-4-one']"
"CHEMBL4758608";"";"";"Unknown";"";"396.46";"6";"7";"4.00";"85.82";"8";"1";"0";"5";"N";"0.48";"13.57";"3.99";"2.74";"2.74";"5";"MOL";"-1";"30";"8";"1";"0";"396.1811";"-1.48";"NEUTRAL";"C22H20N8";"Cc1cc(Nc2ccc(-c3cnc4ncccn34)cn2)nc2c1ncn2CC1CC1";"VQQCPWHLJXFLOG-UHFFFAOYSA-N";"InChI=1S/C22H20N8/c1-14-9-19(28-21-20(14)26-13-29(21)12-15-3-4-15)27-18-6-5-16(10-24-18)17-11-25-22-23-7-2-8-30(17)22/h2,5-11,13,15H,3-4,12H2,1H3,(H,24,27,28)";"False";"-1";"['30']";"['3-(cyclopropylmethyl)-N-(5-(imidazo[1,2-a]pyrimidin-3-yl)pyridin-2-yl)-7-methyl-3H-imidazo[4,5-b]pyridin-5-amine']"
"CHEMBL4744361";"";"";"Unknown";"";"381.41";"6";"7";"3.39";"72.28";"6";"1";"0";"4";"N";"0.75";"None";"6.40";"2.38";"2.35";"3";"MOL";"-1";"28";"7";"1";"0";"381.1601";"-1.28";"NEUTRAL";"C20H20FN5O2";"Cc1c(F)c(Nc2cnc3c(c2)OCC(=O)N3C)cc2c1ncn2CC1CC1";"FGOCVDXNGWYAMP-UHFFFAOYSA-N";"InChI=1S/C20H20FN5O2/c1-11-18(21)14(6-15-19(11)23-10-26(15)8-12-3-4-12)24-13-5-16-20(22-7-13)25(2)17(27)9-28-16/h5-7,10,12,24H,3-4,8-9H2,1-2H3";"False";"-1";"['26']";"['7-(1-(cyclopropylmethyl)-5-fluoro-4-methyl-1H-benzo[d]imidazol-6-ylamino)-4-methyl-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one']"
"CHEMBL1518572";"";"ZK-93423";"Small molecule";"";"390.44";"27";"45";"4.62";"73.44";"5";"1";"0";"7";"N";"0.47";"11.72";"2.09";"3.86";"3.86";"4";"MOL";"-1";"29";"6";"1";"0";"390.1580";"-0.31";"NEUTRAL";"C23H22N2O4";"CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC";"ALBKMJDFBZVHAK-UHFFFAOYSA-N";"InChI=1S/C23H22N2O4/c1-3-28-23(26)22-18(14-27-2)21-17-11-16(29-13-15-7-5-4-6-8-15)9-10-19(17)25-20(21)12-24-22/h4-12,25H,3,13-14H2,1-2H3";"False";"-1";"['4', 'ZK-93423', '1', '91, ZK-93423', '1', '27', 'SID26755019', 'Table 2, R11C1', 'ZK-93423', 'ZK-93423', 'ZK-93423', 'ZK-93423', 'ZK-93423 (89e)']";"['6-Benzyloxy-4-methoxymethyl-9H-beta-carboline-3-carboxylic acid ethyl ester', '6-Benzyloxy-4-methoxymethyl-9H-beta-carboline-3-carboxylic acid ethyl ester', '6-Benzyloxy-4-methoxymethyl-9H-beta-carboline-3-carboxylic acid ethyl ester', '6-Benzyloxy-4-methoxymethyl-9H-beta-carboline-3-carboxylic acid ethyl ester', '6-Benzyloxy-4-methoxymethyl-9H-beta-carboline-3-carboxylic acid ethyl ester', '6-Benzyloxy-4-methoxymethyl-9H-beta-carboline-3-carboxylic acid ethyl ester', 'SID26755019', 'ethyl 6-(benzyloxy)-4-(methoxymethyl)-9H-pyrido[3,4-b]indole-3-carboxylate', 'ZK-93423', 'ZK-93423', 'ZK-93423', 'ZK-93423', 'ethyl 6-benzyloxy-4-(methoxymethyl)-9H-pyrido[3,4-b]indole-3-carboxylate']"
"CHEMBL146086";"";"";"Small molecule";"";"375.41";"6";"9";"3.19";"66.55";"6";"1";"0";"3";"N";"0.60";"13.15";"5.39";"2.64";"2.63";"4";"MOL";"-1";"28";"6";"1";"0";"375.1495";"-1.49";"NEUTRAL";"C21H18FN5O";"Oc1nc2c(c3nc(-c4ccccc4F)cn13)CN(Cc1cccnc1)CC2";"VKWYSXDERHIYKE-UHFFFAOYSA-N";"InChI=1S/C21H18FN5O/c22-17-6-2-1-5-15(17)19-13-27-20(24-19)16-12-26(9-7-18(16)25-21(27)28)11-14-4-3-8-23-10-14/h1-6,8,10,13H,7,9,11-12H2,(H,25,28)";"False";"-1";"['42']";"['2-(2-Fluoro-phenyl)-8-pyridin-3-ylmethyl-6,7,8,9-tetrahydro-5H-1,3a,5,8-tetraaza-cyclopenta[a]naphthalen-4-one']"
"CHEMBL343009";"";"";"Small molecule";"";"392.41";"5";"9";"3.94";"53.66";"5";"1";"0";"3";"N";"0.57";"13.15";"6.16";"4.00";"3.97";"4";"MOL";"-1";"29";"5";"1";"0";"392.1449";"-1.40";"NEUTRAL";"C22H18F2N4O";"Oc1nc2c(c3nc(-c4ccc(F)cc4F)cn13)CN(Cc1ccccc1)CC2";"GDDQCBXGUOULOB-UHFFFAOYSA-N";"InChI=1S/C22H18F2N4O/c23-15-6-7-16(18(24)10-15)20-13-28-21(25-20)17-12-27(9-8-19(17)26-22(28)29)11-14-4-2-1-3-5-14/h1-7,10,13H,8-9,11-12H2,(H,26,29)";"False";"-1";"['19']";"['8-Benzyl-2-(2,4-difluoro-phenyl)-6,7,8,9-tetrahydro-5H-1,3a,5,8-tetraaza-cyclopenta[a]naphthalen-4-one']"
"CHEMBL1783247";"";"";"Small molecule";"";"334.42";"6";"8";"3.64";"80.90";"4";"2";"0";"4";"N";"0.76";"None";"3.87";"3.99";"3.99";"3";"MOL";"-1";"25";"5";"3";"0";"334.1794";"-1.07";"NEUTRAL";"C20H22N4O";"CCCNC(=O)c1nnc2c(-c3cc(C)ccc3C)cccc2c1N";"NTSIBLRVVRGOLO-UHFFFAOYSA-N";"InChI=1S/C20H22N4O/c1-4-10-22-20(25)19-17(21)15-7-5-6-14(18(15)23-24-19)16-11-12(2)8-9-13(16)3/h5-9,11H,4,10H2,1-3H3,(H2,21,23)(H,22,25)";"False";"-1";"['4', 'Table 2, R2C1']";"['4-amino-8-(2,5-dimethylphenyl)-N-propylcinnoline-3-carboxamide', '4-amino-8-(2,5-dimethylphenyl)-N-propylcinnoline-3-carboxamide']"
"CHEMBL1681893";"";"";"Small molecule";"";"424.33";"2";"4";"6.19";"39.94";"4";"0";"1";"4";"N";"0.39";"None";"3.49";"6.41";"6.41";"4";"MOL";"-1";"29";"4";"0";"1";"423.0905";"-1.28";"NEUTRAL";"C23H19Cl2N3O";"Clc1ccc(-n2nc3c4c(ncc3c2OCc2cccc(Cl)c2)CCCC4)cc1";"SYVFEOAEJCBCKV-UHFFFAOYSA-N";"InChI=1S/C23H19Cl2N3O/c24-16-8-10-18(11-9-16)28-23(29-14-15-4-3-5-17(25)12-15)20-13-26-21-7-2-1-6-19(21)22(20)27-28/h3-5,8-13H,1-2,6-7,14H2";"False";"-1";"['9']";"['3-(3-chlorobenzyloxy)-2-(4-chlorophenyl)-6,7,8,9-tetrahydro-2H-pyrazolo[4,3-c]quinoline']"
"CHEMBL1681887";"";"";"Small molecule";"";"403.84";"2";"4";"5.95";"39.94";"4";"0";"1";"4";"N";"0.37";"None";"2.06";"5.99";"5.99";"5";"MOL";"-1";"29";"4";"0";"1";"403.0888";"-1.45";"NEUTRAL";"C23H15ClFN3O";"Fc1ccccc1-n1nc2c(cnc3ccccc32)c1OCc1ccccc1Cl";"AAFXZNIGLSLXPH-UHFFFAOYSA-N";"InChI=1S/C23H15ClFN3O/c24-18-9-3-1-7-15(18)14-29-23-17-13-26-20-11-5-2-8-16(20)22(17)27-28(23)21-12-6-4-10-19(21)25/h1-13H,14H2";"False";"-1";"['3']";"['3-(2-chlorobenzyloxy)-2-(2-fluorophenyl)-2H-pyrazolo[4,3-c]quinoline']"
"CHEMBL1681891";"";"";"Small molecule";"";"426.30";"2";"4";"5.38";"49.17";"5";"0";"1";"4";"N";"0.44";"None";"2.48";"5.03";"5.03";"4";"MOL";"-1";"29";"5";"0";"1";"425.0698";"-1.30";"NEUTRAL";"C22H17Cl2N3O2";"Clc1ccc(-n2nc3c4c(ncc3c2OCc2ccccc2Cl)CCOC4)cc1";"QWIODYKZVMUKJC-UHFFFAOYSA-N";"InChI=1S/C22H17Cl2N3O2/c23-15-5-7-16(8-6-15)27-22(29-12-14-3-1-2-4-19(14)24)17-11-25-20-9-10-28-13-18(20)21(17)26-27/h1-8,11H,9-10,12-13H2";"False";"-1";"['7']";"['3-(2-chlorobenzyloxy)-2-(4-chlorophenyl)-2,6,7,9-tetrahydropyrano[4,3-b]pyrazolo[3,4-d]pyridine']"
"CHEMBL5397931";"";"";"";"";"385.59";"35";"62";"3.86";"89.79";"4";"4";"0";"19";"N";"0.20";"12.83";"None";"4.11";"4.11";"0";"MOL";"0";"27";"5";"4";"0";"385.3192";"0.44";"NEUTRAL";"C22H43NO4";"CCCCCCCC/C=C\CCCCCCCC(=O)NC(CO)(CO)CO";"JLFKELVBPUSMGW-KTKRTIGZSA-N";"InChI=1S/C22H43NO4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(27)23-22(18-24,19-25)20-26/h9-10,24-26H,2-8,11-20H2,1H3,(H,23,27)/b10-9-";"False";"-1";"['13']";"['N-(1,3-Dihydroxy-2-(hydroxymethyl)propan-2-yl)oleamide']"
"CHEMBL3647548";"";"";"Small molecule";"";"411.46";"1";"1";"3.53";"103.76";"6";"1";"0";"4";"N";"0.55";"10.13";"2.52";"2.47";"2.47";"4";"MOL";"-1";"29";"7";"2";"0";"411.1165";"-1.37";"NEUTRAL";"C20H18FN5O2S";"CC(C)n1cnc2c(-c3ccc(F)c(-c4ccc(S(N)(=O)=O)cc4)c3)cnnc21";"ZASBBKUNPZHFEQ-UHFFFAOYSA-N";"InChI=1S/C20H18FN5O2S/c1-12(2)26-11-23-19-17(10-24-25-20(19)26)14-5-8-18(21)16(9-14)13-3-6-15(7-4-13)29(22,27)28/h3-12H,1-2H3,(H2,22,27,28)";"False";"-1";"['BDBM144239']";"['US8952008, 32']"
"CHEMBL4799496";"";"";"Unknown";"";"364.41";"6";"7";"2.64";"85.17";"7";"1";"0";"4";"N";"0.77";"None";"3.67";"1.98";"1.98";"3";"MOL";"-1";"27";"8";"1";"0";"364.1648";"-1.21";"NEUTRAL";"C19H20N6O2";"Cc1cc(Nc2cnc3c(c2)OCC(=O)N3C)nc2c1ncn2CC1CC1";"SLTJCGDOKDTBSL-UHFFFAOYSA-N";"InChI=1S/C19H20N6O2/c1-11-5-15(23-19-17(11)21-10-25(19)8-12-3-4-12)22-13-6-14-18(20-7-13)24(2)16(26)9-27-14/h5-7,10,12H,3-4,8-9H2,1-2H3,(H,22,23)";"False";"-1";"['20']";"['7-(3-(cyclopropylmethyl)-7-methyl-3H-imidazo[4,5-b]pyridin-5-ylamino)-4-methyl-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one']"
"CHEMBL4441634";"";"";"Unknown";"";"388.86";"4";"8";"4.84";"74.73";"5";"1";"0";"3";"N";"0.54";"None";"4.59";"4.94";"4.94";"4";"MOL";"-1";"28";"5";"1";"0";"388.1091";"-1.41";"NEUTRAL";"C22H17ClN4O";"CC(C)(O)c1ccc2c(c1)ncn2-c1cccc(-c2cc(C#N)ccc2Cl)n1";"KHPSQRQIKDPCSB-UHFFFAOYSA-N";"InChI=1S/C22H17ClN4O/c1-22(2,28)15-7-9-20-19(11-15)25-13-27(20)21-5-3-4-18(26-21)16-10-14(12-24)6-8-17(16)23/h3-11,13,28H,1-2H3";"False";"-1";"['21; NS16085']";"['4-chloro-3-(6-(5-(2-hydroxypropan-2-yl)-1H-benzo[d]imidazol-1-yl)pyridin-2-yl)benzonitrile']"
"CHEMBL4571892";"";"";"Unknown";"";"387.41";"8";"11";"4.08";"56.48";"5";"0";"0";"3";"N";"0.50";"None";"3.69";"4.36";"4.36";"3";"MOL";"-1";"29";"5";"0";"0";"387.1383";"-0.94";"NEUTRAL";"C23H18FN3O2";"C#Cc1ccc2c(c1)C(c1ccccc1F)=N[C@H](C)c1c(C(=O)OCC)ncn1-2";"NGYKELBMVXBFSM-CQSZACIVSA-N";"InChI=1S/C23H18FN3O2/c1-4-15-10-11-19-17(12-15)20(16-8-6-7-9-18(16)24)26-14(3)22-21(23(28)29-5-2)25-13-27(19)22/h1,6-14H,5H2,2-3H3/t14-/m1/s1";"False";"-1";"['46','SH-053-2','F-R-CH3']";"['(4R)-ethyl 8-ethynyl-6-(2-fluorophenyl)-4-methyl-4H-benzo[f]imidazo[1,5-a][1,4]diazepine-3-carboxylate']"
"CHEMBL3647565";"";"";"Small molecule";"";"426.47";"5";"7";"3.73";"86.97";"7";"0";"0";"5";"N";"0.48";"None";"2.54";"2.13";"2.13";"4";"MOL";"-1";"30";"7";"0";"0";"426.1162";"-1.38";"NEUTRAL";"C21H19FN4O3S";"CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(C)(=O)=O)cc4OC)c3)cnnc21";"XMEKCOQJJFUWHE-UHFFFAOYSA-N";"InChI=1S/C21H19FN4O3S/c1-4-26-12-23-20-17(11-24-25-21(20)26)13-5-8-18(22)16(9-13)15-7-6-14(30(3,27)28)10-19(15)29-2/h5-12H,4H2,1-3H3";"False";"-1";"['BDBM144256', '36']";"['US8952008, 12', "7-ethyl-4-(6-fluoro-2'-methoxy-4'-(methylsulfonyl)biphenyl-3-yl)-7H-imidazo[4,5-c]pyridazine"]"
"CHEMBL45198";"";"";"Small molecule";"";"386.48";"10";"15";"4.35";"60.67";"6";"0";"0";"2";"N";"0.51";"None";"4.92";"1.94";"1.94";"4";"MOL";"-1";"28";"5";"0";"0";"386.1201";"-1.01";"NEUTRAL";"C22H18N4OS";"Cc1csc(-c2cc(-c3ccncc3)c3n(c2=O)CCCc2ccncc2-3)n1";"SRAWBNFSMIHBEM-UHFFFAOYSA-N";"InChI=1S/C22H18N4OS/c1-14-13-28-21(25-14)18-11-17(16-4-7-23-8-5-16)20-19-12-24-9-6-15(19)3-2-10-26(20)22(18)27/h4-9,11-13H,2-3,10H2,1H3";"False";"-1";"['2t', '104, MRK-529']";"['9-(4-Methyl-thiazol-2-yl)-11-pyridin-4-yl-6,7-dihydro-5H-2,7a-diaza-dibenzo[a,c]cyclohepten-8-one', "10-(4-methylthiazol-2-yl)-12-(pyridin-4-yl)-6,7-dihydrodipyrido[1,2-a:3',4'-c]azepin-9(5H)-one"]"
"CHEMBL3647579";"";"";"Small molecule";"";"440.50";"1";"1";"4.29";"86.97";"7";"0";"0";"5";"N";"0.46";"None";"2.52";"2.55";"2.55";"4";"MOL";"-1";"31";"7";"0";"0";"440.1318";"-1.30";"NEUTRAL";"C22H21FN4O3S";"COc1cc(S(C)(=O)=O)ccc1-c1cc(-c2cnnc3c2ncn3C(C)C)ccc1F";"ATANXXIRELYOTO-UHFFFAOYSA-N";"InChI=1S/C22H21FN4O3S/c1-13(2)27-12-24-21-18(11-25-26-22(21)27)14-5-8-19(23)17(9-14)16-7-6-15(31(4,28)29)10-20(16)30-3/h5-13H,1-4H3";"False";"-1";"['BDBM144270']";"['US8952008, 38']"
"CHEMBL4746482";"";"";"Unknown";"";"418.38";"6";"7";"3.35";"85.17";"7";"1";"0";"4";"N";"0.70";"None";"3.04";"2.35";"2.35";"3";"MOL";"-1";"30";"8";"1";"0";"418.1365";"-1.16";"NEUTRAL";"C19H17F3N6O2";"CN1C(=O)COc2cc(Nc3cc(C(F)(F)F)c4ncn(CC5CC5)c4n3)cnc21";"CGUYUJDPUMBLNM-UHFFFAOYSA-N";"InChI=1S/C19H17F3N6O2/c1-27-15(29)8-30-13-4-11(6-23-17(13)27)25-14-5-12(19(20,21)22)16-18(26-14)28(9-24-16)7-10-2-3-10/h4-6,9-10H,2-3,7-8H2,1H3,(H,25,26)";"False";"-1";"['21']";"['7-(3-(cyclopropylmethyl)-7-(trifluoromethyl)-3H-imidazo[4,5-b]pyridin-5-ylamino)-4-methyl-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one']"
"CHEMBL4581355";"";"";"Unknown";"";"376.44";"9";"35";"4.43";"60.56";"6";"1";"0";"5";"N";"0.56";"13.85";"6.42";"3.87";"3.84";"4";"MOL";"-1";"28";"6";"1";"0";"376.1812";"-1.30";"NEUTRAL";"C21H21FN6";"Cc1c(F)c(Nc2ccc(-c3cn(C)cn3)cn2)cc2c1ncn2CC1CC1";"INGJMHPGMVUEKY-UHFFFAOYSA-N";"InChI=1S/C21H21FN6/c1-13-20(22)16(7-18-21(13)25-12-28(18)9-14-3-4-14)26-19-6-5-15(8-23-19)17-10-27(2)11-24-17/h5-8,10-12,14H,3-4,9H2,1-2H3,(H,23,26)";"False";"-1";"['40; ONO-8590580', 'ONO-8590580']";"['1-(cyclopropylmethyl)-5-fluoro-4-methyl-N-(5-(1-methyl-1H-imidazol-4-yl)pyridin-2-yl)-1H-benzo[d]imidazol-6-amine', '1-(cyclopropylmethyl)-5-fluoro-4-methyl-N-(5-(1-methyl-1H-imidazol-4-yl)pyridin-2-yl)-1H-benzo[d]imidazol-6-amine']"
"CHEMBL52030";"";"L-655708|NCGC00025115-02";"Small molecule";"";"341.37";"39";"111";"2.35";"73.66";"6";"0";"0";"3";"N";"0.80";"None";"2.84";"1.56";"1.56";"2";"MOL";"-1";"25";"7";"0";"0";"341.1376";"-0.45";"NEUTRAL";"C18H19N3O4";"CCOC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1cc(OC)ccc1-2";"YKYOQIXTECBVBB-AWEZNQCLSA-N";"InChI=1S/C18H19N3O4/c1-3-25-18(23)15-16-14-5-4-8-20(14)17(22)12-9-11(24-2)6-7-13(12)21(16)10-19-15/h6-7,9-10,14H,3-5,8H2,1-2H3/t14-/m0/s1";"False";"-1";"['58', '11 (FG8094)', 'NCGC00025115-02, L-655708', 'SID50104817', 'L-655708', '4', 'SID50104816', 'SID90340925', '51(MSD)', '4c', '5', 'L-655;708', 'L-655,708', '6', 'L-655708', 'L-655,708', 'L-655;708', '105, L-655708', '33; L-655708', 'L-655,708', 'L-655;708', 'EUB0001937a']";"['(S)-9-Methoxy-7-oxo-3b,4,5,6-tetrahydro-7H-2,6a,11b-triaza-benzo[g]cyclopenta[e]azulene-3-carboxylic acid ethyl ester', '(S)-9-Methoxy-7-oxo-3b,4,5,6-tetrahydro-7H-2,6a,11b-triaza-benzo[g]cyclopenta[e]azulene-3-carboxylic acid ethyl ester', '(13aS)-ethyl 7-methoxy-9-oxo-11,12,13,13a-tetrahydro-9H-benzo[e]imidazo[5,1-c]pyrrolo[1,2-a][1,4]diazepine-1-carboxylate', 'SID50104817', '(13aS)-ethyl 7-methoxy-9-oxo-11,12,13,13a-tetrahydro-9H-benzo[e]imidazo[5,1-c]pyrrolo[1,2-a][1,4]diazepine-1-carboxylate', '(S)-9-Methoxy-7-oxo-3b,4,5,6-tetrahydro-7H-2,6a,11b-triaza-benzo[g]cyclopenta[e]azulene-3-carboxylic acid ethyl ester', 'SID50104816', 'SID90340925', '9-Methoxy-7-oxo-3b,4,5,6-tetrahydro-7H-2,6a,11b-triaza-benzo[g]cyclopenta[e]azulene-3-carboxylic acid ethyl ester (MSD)', '(13aS)-ethyl 7-methoxy-9-oxo-11,12,13,13a-tetrahydro-9H-benzo[e]imidazo[5,1-c]pyrrolo[1,2-a][1,4]diazepine-1-carboxylate', '(S)-Ethyl-7-methoxy-9-oxo-11,12,13,13a-tetrahydro-9Hbenzo[e]imidazo[5,1-c]pyrrolo[1,2-a][1,4]diazepine-1-carboxylate', 'L-655;708', 'L-655,708', '(S)-9-Methoxy-7-oxo-3b,4,5,6-tetrahydro-7H-2,6a,11b-triaza-benzo[g]cyclopenta[e]azulene-3-carboxylic acid ethyl ester', 'ethyl(13aS)-7-methoxy-9-oxo-11,12,13,13a-tetrahydro-9H-imidazo[1,5-a]pyrrolo[2,1-c][1,4]benzodiazepine-1-carboxylate', 'L-655,708', 'L-655;708', '(13aS)-ethyl 7-methoxy-9-oxo-11,12,13,13a-tetrahydro-9H-benzo[e]imidazo[5,1-c]pyrrolo[1,2-a][1,4]diazepine-1-carboxylate', '(13aS)-ethyl 7-methoxy-9-oxo-11,12,13,13a-tetrahydro-9H-benzo[e]imidazo[5,1-c]pyrrolo[1,2-a][1,4]diazepine-1-carboxylate', 'L-655,708', 'L-655;708', 'L-655,708']"
"CHEMBL3647545";"";"";"Small molecule";"";"452.51";"1";"1";"4.44";"86.97";"7";"0";"0";"5";"N";"0.45";"None";"2.51";"2.68";"2.68";"4";"MOL";"-1";"32";"7";"0";"0";"452.1318";"-1.15";"NEUTRAL";"C23H21FN4O3S";"COc1cc(S(C)(=O)=O)ccc1-c1cc(-c2cnnc3c2ncn3C2CCC2)ccc1F";"WAOBWKDFKARWAM-UHFFFAOYSA-N";"InChI=1S/C23H21FN4O3S/c1-31-21-11-16(32(2,29)30)7-8-17(21)18-10-14(6-9-20(18)24)19-12-26-27-23-22(19)25-13-28(23)15-4-3-5-15/h6-13,15H,3-5H2,1-2H3";"False";"-1";"['BDBM144236']";"['US8952008, 29']"
"CHEMBL3647547";"";"";"Small molecule";"";"424.50";"1";"1";"4.67";"77.74";"6";"0";"0";"5";"N";"0.47";"None";"2.52";"3.21";"3.21";"4";"MOL";"-1";"30";"6";"0";"0";"424.1369";"-1.50";"NEUTRAL";"C22H21FN4O2S";"CCS(=O)(=O)c1ccc(-c2cc(-c3cnnc4c3ncn4C(C)C)ccc2F)cc1";"MHXZYFIYAZIPTD-UHFFFAOYSA-N";"InChI=1S/C22H21FN4O2S/c1-4-30(28,29)17-8-5-15(6-9-17)18-11-16(7-10-20(18)23)19-12-25-26-22-21(19)24-13-27(22)14(2)3/h5-14H,4H2,1-3H3";"False";"-1";"['BDBM144238']";"['US8952008, 31']"
"CHEMBL204696";"";"";"Small molecule";"";"391.38";"16";"49";"3.84";"87.10";"6";"1";"0";"3";"N";"0.57";"13.58";"None";"3.37";"3.37";"4";"MOL";"-1";"29";"6";"1";"0";"391.1245";"-1.40";"NEUTRAL";"C21H15F2N5O";"CC(C)(O)c1cnn2c(-c3ccc(F)c(-c4c(F)cccc4C#N)c3)cnc2n1";"PCZLQMGFNUNVOM-UHFFFAOYSA-N";"InChI=1S/C21H15F2N5O/c1-21(2,29)18-11-26-28-17(10-25-20(28)27-18)12-6-7-15(22)14(8-12)19-13(9-24)4-3-5-16(19)23/h3-8,10-11,29H,1-2H3";"False";"-1";"['2', '11', 'SID144210545', '4; TPA023B', 'TPA-023B']";"["6,2'-Difluoro-5'-[3-(1-hydroxy-1-methyl-ethyl)-imidazo[1,2-b][1,2,4]triazin-7-yl]-biphenyl-2-carbonitrile", "6,2'-difluoro-5'-[3-(1-hydroxy-1-methylethyl)imidazo[1,2-b][1,2,4]triazin-7-yl]biphenyl-2-carbonitrile", 'SID144210545', "2',6-difluoro-5'-(3-(2-hydroxypropan-2-yl)imidazo[1,2-b][1,2,4]triazin-7-yl)biphenyl-2-carbonitrile", "2',6-difluoro-5'-(3-(2-hydroxypropan-2-yl)imidazo[1,2-b][1,2,4]triazin-7-yl)biphenyl-2-carbonitrile"]"
"CHEMBL6597";"Ro-154513";"Ro-15-4513";"Small molecule";"";"326.32";"26";"81";"2.58";"113.19";"6";"0";"0";"3";"N";"0.37";"None";"2.87";"1.67";"1.56";"2";"MOL";"-1";"24";"9";"0";"0";"326.1127";"-0.33";"NEUTRAL";"C15H14N6O3";"CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(N=[N+]=[N-])ccc1-2";"CFSOJZTUTOQNIA-UHFFFAOYSA-N";"InChI=1S/C15H14N6O3/c1-3-24-15(23)13-12-7-20(2)14(22)10-6-9(18-19-16)4-5-11(10)21(12)8-17-13/h4-6,8H,3,7H2,1-2H3";"False";"-1";"['Ro-154513', '2b', 'Ro-154513', '9, Ro-154513', 'Ro-154513', '1, Ro-154513', '1, Ro-154513', '1', 'Ro-154513', '20', 'Ro-154513', 'SID26753182', 'Ro-154513', 'Ro-154513', '8', 'RO-15-4513', 'Ro-15-4513', 'Ro-15-4513', 'Ro-15-4513', '34; Ro15-4513']";"['9H-beta-Carboline-3-carboxylic acid methyl ester', '8-Azido-5-methyl-6-oxo-5,6-dihydro-4H-2,5,10b-triaza-benzo[e]azulene-3-carboxylic acid ethyl ester (Ro-15-4513)', '8-Azido-5-methyl-6-oxo-5,6-dihydro-4H-2,5,10b-triaza-benzo[e]azulene-3-carboxylic acid ethyl ester', '8-Azido-5-methyl-6-oxo-5,6-dihydro-4H-2,5,10b-triaza-benzo[e]azulene-3-carboxylic acid ethyl ester', '8-Azido-5-methyl-6-oxo-5,6-dihydro-4H-2,5,10b-triaza-benzo[e]azulene-3-carboxylic acid ethyl ester', '8-Azido-5-methyl-6-oxo-5,6-dihydro-4H-2,5,10b-triaza-benzo[e]azulene-3-carboxylic acid ethyl ester', '8-Azido-5-methyl-6-oxo-5,6-dihydro-4H-2,5,10b-triaza-benzo[e]azulene-3-carboxylic acid ethyl ester', '8-Azido-5-methyl-6-oxo-5,6-dihydro-4H-2,5,10b-triaza-benzo[e]azulene-3-carboxylic acid ethyl ester', '8-Azido-6-oxo-5,6-dihydro-4H-2,5,10b-triaza-benzo[e]azulene-3-carboxylic acid ethyl ester', '8-Azido-5-methyl-6-oxo-5,6-dihydro-4H-2,5,10b-triaza-benzo[e]azulene-3-carboxylic acid ethyl ester', 'Ro-154513', 'SID26753182', 'ethyl 7-azido-4-methyl-5-oxo-4,5-dihydroimidazo[1,5-a]quinazoline-3-carboxylate', '8-Azido-5-methyl-6-oxo-5,6-dihydro-4H-2,5,10b-triaza-benzo[e]azulene-3-carboxylic acid ethyl ester', '8-Azido-5-methyl-6-oxo-5,6-dihydro-4H-2,5,10b-triaza-benzo[e]azulene-3-carboxylic acid ethyl ester', 'RO-15-4513', 'Ro-15-4513', 'Ro-15-4513', 'Ro-15-4513', 'ethyl 8-azido-5-(methyl)-6-oxo-5,6-dihydro-4H-benzo[f]imidazo[1,5-a][1,4]diazepine-3-carboxylate']"
